model,manufacturer
EZ12A2NEC1S14AA,Islandaire
AZ21E12DACV1,General Electric
51SSB108101,Carrier
NE1205C,Snyder General
O-E7824,Direct Supply Mfg.
O-G1250,Direct Supply Mfg.
EZ2612B2C1S41AA,Islandaire
HEH153H50AXXXCA,Amana
PTEC0901GCA,Trane
PTED0901GAA,Trane
MSC424HP13230EB,Thermal Zone
25M33PB,Amana
PDHO9K3SD-B,Friedrich
4PNC10000,Perfect Aire
EZ421512C1S45AA,Islandaire
CAF16OC124-B10RS,Comitale National Inc
CAF16OC124-B10RZ,Comitale National Inc
EZ12A216C1A14AA,Islandaire
EZ12A216C1A14AC,Islandaire
EZ12A216C1A14AT,Islandaire
CAF16OC124-D10RZ,Comitale National Inc
LRA187MT2,Frigidaire
40MAQB24B-3,Carrier
AJCQ10ACD,General Electric
AZ35H07D2DM1,General Air
AZ41E09DABW4,Unknown
EKTH15-150M,Heat Controller Inc
803030GUSSFTCOA,Friedrich
52CQA307301RC,Carrier
PZH07K3SA-A,Friedrich
EZ09A2GSP1S45AL,Islandaire
AZ65H07DABW5,General Electric
VHH243H06AA,Amana
VHH123H05AA,Amana
PTH153G35VXXX,Amana
ACE082XK0,Whirlpool
EZ15E2CMF8A1JRX,Islandaire
EZ12E2CMF4A1JYZ,Islandaire
EZ12E2CMF8A14AA,Islandaire
HEH153H35AXXXCA,Amana
52CEA315321AA,Carrier
EZ12E2CMF8A1JVZ,Islandaire
EZ12A216C1S14AA,Islandaire
EZ12E216C1A14AA,Islandaire
EZ4215B3E1S45AA,Islandaire
LT0816CERY7,LG
RC2012D02AAAA0A,Retroaire
EZ12E2CMG8A1JYZ,Islandaire
12E716C1A1JUZ,Islandaire
CAF16C124-B10RS,Comitale National Inc
EZ120HC23616,Islandaire
AZ28E09EABM1,General Electric
PTC153G25AXXXAA,Amana
52CEB315331CP,Carrier
LWHD1800RYL7,LG
EZ2612A9A1S41AA,Islandaire
MQS07CA5A,Snyder General
P.DES.2.015.E.Z.60.Z.12.AQ.14.C.I.B.1,McQuay
MQS07CA5B,Snyder General
KH0911W,Sanyo
MQS12CA5C,Snyder General
P.DES.2.015.E.Z.60.Z.12.AQ.14.012.B.1,McQuay
LW1811ERY1,LG
EZ12A2EDF6N40XA,Islandaire
ETAC-09HP230V23B-A,Gree
LW1815ER,LG
ETAC-07HP230V20A-A,Gree
PDE07K2SE,Friedrich
PTC123B35AJ,General Electric
ISPDHK5SF-A,Friedrich
PTC153B00AM,Amana
AZ32H09DM1,Amana
AZ32H07DBM2,General Electric
AZ41312EAP,General Electric
MQS12CA5B,Snyder General
P.DES.2.015.E.Z.60.Z.12.AQ.14.C.I.B.I,McQuay
2M15AAGMEN,McQuay
P.DES.2.015.E.Z.60.Z.12.AQ.14.C.I.A.I,McQuay
MWDUP-15AEN1-MI6-CB,Direct Supply Mfg.
MWDUP-09AEN1-UK3-CB,Direct Supply Mfg.
MWDUP-07AEN1-MK9-CB,Direct Supply Mfg.
MWDUP-12AEN1-MJ5-CB,Direct Supply Mfg.
MWDUP-15EEN1-MI5-CB,Direct Supply Mfg.
MWDUP-12EEN1-MJ7-CB,Direct Supply Mfg.
PTC073E35RXXXAC,Amana
MQS09CA5C,Snyder General
MWDUP-09EEN1-MK3-CB,Direct Supply Mfg.
PDH09R3SG,Friedrich
WA-1222S,SPT
FFRP152HT4,Frigidaire
PTAC 12C-265 (MXAB),McQuay
PZH09R3SB,Friedrich
PZH12R3SB,Friedrich
PDE09K3SG,Friedrich
EZ15A2EDF2C14AA,Islandaire
ETAC2-15HC230VA-A,Gree
A42EC12KXXEXA60,Applied Comfort Products
PTC093D25AJ,Amana
PTC074G35AXXXAB,Amana
PTH124G35VXXXCA,Amana
MSZ-HM09NA,Mitsubishi
PTHC1501GBA,Trane
PTC123E50RXXXAC,Amana
AZ58H12DAC,General Electric
HEC123H50AXXXDA,Amana
MQE12EG3SM1F,McQuay
PTH073G25AXXXEA,Amana
FRP12PTT3R,Frigidaire
PTH123G50AXXXEA,Amana
DRYC093B25AM,Amana
PTH154B50AM,Amana
PTW1223C3G,PremAire
FFPA33L2SM,Frigidaire
MP12HMC62,Midea
PTW1225C3C,PremAire
PTHP15B-208,McQuay
REG 183J,Comfort Aire
ETAC-15HC230V30A-A,Gree
PTC123B00HPBP,Amana
Unknown,Admiral
VTC183B0BHA,Amana
IK648044251,Unknown
MWDUP-12AEN1-UJ5-CB,Direct Supply Mfg.
LT1236CER,MDM Commercial
LT1216CER,MDM Commercial
PTC093B35AMPB,Amana
P-REA-I-012-E-Z-40-Z-12-AR-14-C-B-I,McQuay
FFRP092HT6,Frigidaire
AZ65H09EACW1,General Electric
AZ61H09EABW2,General Electric
AZ55H15DABM1,General Electric
EZ2612A9A1S45AA,Islandaire
PTHP07A130A,Comfort Aire
NYWC12K00E7NA91,Applied Comfort Products
MSZ-GE15NA-8,Mitsubishi
MSZ-GE15NA,Mitsubishi
EZ12E9GSP1A44AB,Islandaire
AZ41E07EABM1,General Electric
52MEBU07401AA,Carrier
EZ4212A2C1S40AA,Islandaire
EZ42122231S46AA,Islandaire
EZ09H7RMC1A1AFP,Islandaire
EZ09B7RMB1A10AT,Islandaire
A7U10W2,Fedders
PTC09435G,Amana
HWC8R4809P18A2A,Armstrong Air
PTC124G35AXXXGA,Amana
HEH123H50AXXXEA,Amana
TEA07K25STB,Friedrich
EX09A7CSC1AXXDM,Islandaire
D19-16193,Islandaire
AZ41E09EABW5,General Electric
AZ40E09EACW1,General Electric
52CQE307451AA,Carrier
AZ39H09EABM2,General Electric
PTC123G50AXXXGA,Amana
HEC073H35AXXXDA,Amana
2477813,Garrison
AZ35H09E4DM1,General Electric
CRSOC124-D10RZ,Comitale National Inc
AZ38H09EADM2,General Electric
AZ32H09E4BM1,General Electric
PTC123G00HXXXAB,Amana
PTC123G00HXXXDA,Amana
PTC123A00HC,Amana
PTC123E00HXXXAC,Amana
PTC123A00HB,Amana
MWDUP-07EEN1-UK9-CB,Direct Supply Mfg.
PKA-A18HA7,Mitsubishi
EZ15A2CSC1S14AA,Islandaire
AZ45E07DABW5,General Electric
EZ15A2CSC1A14AA,Islandaire
PTH153G35AXXXGA,Amana
EZ12E2RM18A14AA,Islandaire
EZ12A2RML8A14AA,Islandaire
EZRM12E218A14AT,Islandaire
HEH123H35AXXXEA,Amana
0272P00118,Amana
FPHFW12A3A,Friedrich
C101,Cadet
AZ65H09DACW5,General Electric
PTAC 123G35A,Amana
PTCO93G25AXXXBA,Amana
A7Y15F2,Fedders
CUSTOM ISL,Islandaire
PTA12E5AMBCC3SD,RoomMate
EZ12B8BSA1A14AA,Islandaire
PTH153G35CXXXCB,Amana
AZ28E07DACM2,General Electric
PDH07R3SG-A,Friedrich
PDH15R5SG-A,Friedrich
PZH09R3SB-A,Friedrich
pzh12r3sb-a,Friedrich
38YCC018340,Carrier
O-G1249,Direct Supply Mfg.
PTC093G50VXXX,Amana
PU18EK1,Mitsubishi
HWR12XC5,Haier
A3X05F2B,Fedders
LW1511ER,LG
AEC08YL1,Unknown
PTC123G35XXXBA,Amana
AZ25E15D2CM1,General Electric
AJEQ10DCDW2,General Electric
PTC123G35XXXDA,Amana
PTC123G35XXXAA,Amana
CRSOC124-D20AS,Comitale National Inc
PTH12EHAM,ClimateMaster
AZ61HO9DBW1,General Electric
MQE009C03HWSYMY,Snyder General
FFRP1222HT6,LG
EZ15E216C1A14AB,Islandaire
PTH12EHAMBC8365,ClimateMaster
PTH12EHAMBCB36B,ClimateMaster
AJJ09DFV4,General Electric
PTC123G25AX,Amana
OL9616,Direct Supply Mfg.
340687406048B0602R0021,Direct Supply Mfg.
AZ23E15DABM1,General Electric
AZ65H12DACW6,General Electric
PZH07K3SB,Friedrich
LT1030CRY7,LG
52FC012-3-E,Carrier
AJEQ09DCEL1,General Electric
LT0810CRY7,LG
AZ45E12EACW6,Unknown
A4B568DJCSQ1,General Electric
PTC093A35AB,Comfort Zone
LSU182HE,LG
52SEE207401RC,Carrier
AZ41E12DAPW2,General Electric
L-E7836,Direct Supply Mfg.
PTC124G35AXXXXBA,Amana
D-E7824,Direct Supply Mfg.
52CEA307401AA,Carrier
4NV3,Direct Supply Mfg.
PTC123B25AG,Amana
AZ6512DABW2,General Electric
AZ61H120ABW1,General Electronic
AZ65H12DAW2,General Electric
AZ65H1DABW2,General Electric
PTC123D25CRDA,Amana
AZ61H12DADW1,General Electric
PTC123B25MBP,Amana
AZ25E12DM1,General Electric
AZ22E09DBM2,General Electric
LSU180HEV1,LG
52PQB315331AA,Carrier
FY4ANF042,Carrier
AZ65H12DADW5,General Electric
PTC123A35CC,Amana
AJCS10ACCM3,General Electric
PTH093A35CA,Amana
FFTH1222R20,Frigidaire
WE10C33-A,Friedrich
WE10C33-C,Friedrich
PTH093G35AXXXXCA,Amana
PTH093G35AXXCA,Amana
52CEC312451AA,Carrier
52ARA312401AA,Carrier
52CQB315431AA,Carrier
AZ65H09DABW1,General Electric
WE10B33A-B,Friedrich
AZ31H15E5CV5,General Electric
EZ4212B7C1S45AA,Islandaire
PTC153G35AXXXGA,Amana
HEC123H35AXXXGA,Amana
PTH073G35AXXXEA,Amana
PTH093G35AXXXGA,Amana
PTH093G35RXXXCA,Amana
PTH123G35RXXXEA,Amana
FTXB12AXVJU,Daikin
PTC123G35AXXXGA,Amana
P.SES.1.012.E.Z.62.Z.12.AQ.14.C.1.A.1,McQuay
52SQC314401AA,Carrier
PTA15G2EMBCP3SD,ClimateMaster
AZ 61H09EACW2,General Electric
EZ4212B2C1S46AA,Islandaire
HWH024CEGE,McQuay
HWH009CMGS,McQuay
HWH024CEGS,McQuay
HWH012CMGS,McQuay
HWH009CEGS,McQuay
HWH009CEGE,McQuay
HWH036CEGE,McQuay
HWH019CEGS,McQuay
HWH036CEGS,McQuay
PTH15435J,Amana
AZ61H09EACW2,General Electric
PTC093G35AXXXGA,Amana
MSZ-A12NA-1,Mitsubishi
HWH024CEBS,McQuay
VHA24K10RTL-B,Friedrich
HWH012CEGE,McQuay
HWH019CME,McQuay
163840,Direct Supply Mfg.
O-E7823,Direct Supply Mfg.
AZ65HO9EACW5,General Electric
WE10C33D-A,Friedrich
AZ65H09DADW2,General Electric
B-SMA12SB,Heat Controller Inc
AZ45E15DABW6,General Electric
FFRP252LT3,Frigidaire
AZ41E12DAVW2,AM General
PLFY-EP48NEMU-E,Mitsubishi
PLFY-EP24NEMU-E,Mitsubishi
PLFY-P12NFMU-E,Mitsubishi
AZ28E12DAVM1,AM General
FRP90PTT3R,Frigidaire
PTH09B35AK,Amana
WE10B33A-A,Friedrich
ASU12RLS,Fujitsu
DYNA09ACA012NF20,Suburban
B-SMH12SC,Heat Controller Inc
AQV36JAN,Samsung
VTC123E04AA,Amana
PTC073B00HPBM,Amana
PTH153G35RXXXCB,Amana
AZ29E12DA8MI,GE Healthcare
ASU15RLS3Y,Fujitsu
EZ12A2CMF4A14AA,Islandaire
AH183G35AX,Amana
AJCS10DCCM2,General Electric
AS41E12DABW1,General Electric
A6PTAC12UW7AA,Fedders
PTED0901JCC,Trane
AZ58H09DAC,General Electric
PTH153A50MA,Amana
PBH093E35CB,Amana
WY09A33F-A,Friedrich
LT1034CNR,LG
PTHB-0901-GAD,Trane
163832,Direct Supply Mfg.
PTH153G50VXXXCB,Goodman
AZR315DBV2,General Electric
PTH093G95RXXXCA,Goodman
PTH123G50VXXXCA,Goodman
AZ35H15D5DM1,General Electric
AZR315DBV1,General Electric
AZR309DBV1,General Electric
FFTH0822R11,Frigidaire
VTH123E05AAAC,Amana
VTH243E10ABAC,Amana
AZ28E12EACM1,General Electric
LW1815HR,LG
EZ09E2HQC1A14AT,Islandaire
SCEA09K25I0U10,Applied Comfort Products
RM95EC225,Zoneaire
PHT123G35AXXXCA,Goodman
PTH124G50AXXXGA,Amana
PTH03B35AM,Amana
LSN120HSV5,LG
AZ45E15DABW5,General Electric
EZ421523E1S45AF,Islandaire
EZ420722C1S45AA,Islandaire
PTH09335JR,Amana
DLII-1220ETA,Suburban
311410570,Garrison
52CEA515321AA,Carrier
MWP-S5000,Direct Supply Mfg.
PTH123G25AXXXGA,Amana
Unknown,Marley
163907,Direct Supply Mfg.
ACQ128XR0,Whirlpool
O-E7828,Direct Supply Mfg.
52CEE207351AA,Carrier
FFRPO92HTS3,Frigidaire
AZ65H12EACW5,General Electric
EZ15E2NEG6C14AA,Islandaire
311410578,Garrison
2498543,Garrison
VHA24K75RTN-A,Friedrich
ACNF240516DC,General Electric
52ME-U07---4,Carrier
163949,Direct Supply Mfg.
EZ12A2RMGAA15AA,Islandaire
DPA060B7WDB,Danby
HEH073H25AXXX,Amana
EZ2609A5A1S41AA,Islandaire
163865,Direct Supply Mfg.
V33B012H4-3P,Lennox
V33B009H4-3P,Lennox
V33B015H4-3P,Lennox
V33B018H4-3P,Lennox
PTED1201GAA,180 Innovations
AZ28E15DADM1,General Electric
A3B688DAALW2,General Electric
AZ21E15D3CV6,General Electric
AZ22E15D2BM1,General Electric
Unknown,Indeeco
AJCS10DCM1,General Electric
AJCS10DCBW1,General Electric
AJE11DAY3,General Electric
AJE10DDT5,General Electric
PTH073G35AXXXGA,Amana
AJCS10DCAM1,General Electric
ARNU363NJA4,LG
ARNU093TNA4,LG
LP123HDUC1,LG
LT1230HR,LG
ME12A3PB235,Amana
DL-0912B,Suburban
AEL05LXW1,General Electric
18SP-XR,Intertek
AKQ06LZG1,General Electric
AHQ06LYQ1,General Electric
PDH07K2SE,Friedrich
40MAQB09B-331,Carrier
40MAQB12B-331,Carrier
40MAQB12B-301,Carrier
4MAQB1293,Carrier
AHW05LZQ1,General Electric
EZ15B3CMD1A14AA,Islandaire
AZ45E07DABW5,General Air
DPA100B6WDB,Danby
LP093CD3B,LG
DPA100B6WDB,Intirion - Microfridge
CCE15AEADSDCFRS,ClimateMaster
LW1080ER,LG
AZ65H09EADW5,General Electric
EZ12B8BSAXS14AA,Islandaire
HECO93H35AXXXDA,Amana
HEC073H35AXXXGA,Amana
HEC094H35AXXXDA,Amana
PTC073G25AXXXGA,Amana
AJEQ10DCH,General Electric
VHA24K34RTN-A,Friedrich
3PASC10000,Perfect Aire
ETAC2-12HP265VA-CP,Gree
163857,Direct Supply Mfg.
LT1236CER,LG
PTC124G25AXXXGA,Amana
12H45YIMI,Thermal Zone
A3X05F2E-A,Fedders
ETAC2-09HP265VA-CP,Gree
VTC123A05AA,Amana
2498541,Supplyworks
AZ65H07DACW5,General Electric
DMQC09K34S7A41,Applied Comfort Products
AZ45E09EACW5,General Electric
ETAC-09HP265VA-CP,Gree
PTC123G25A,Amana
PTEC0701GAA,Trane
RAD-121-E,Comfort Aire
516ANX018005,Carrier
AZ31H12D3CV1,General Electric
PTAC09B208KXBB,McQuay
LWHD1807HR,LG
AZ22E09B3BM2,General Electric
WCT12A30A,Friedrich
PTH123A35AM,Amana
PTH123G35AXXXCA,Direct Supply Mfg.
CA41OC124-000RS,Comitale National Inc
CA41OC124-000AS,Comitale National Inc
CA41C124-000RS,Comitale National Inc
MSYGE0NA-9,Mitsubishi
MSY-GE09NA-9,Mitsubishi
CA41OC154-000RS,Comitale National Inc
CA41OC154-000AS,Comitale National Inc
EZ15A241A1K44Ab,Islandaire
MSUZKA12NA,Mitsubishi
WPCE00672B20L010000Q0015100,Trane
CA41C154-000RS,Comitale National Inc
EZ09E245F8A14JYZ,Islandaire
PTAC09C208KX,McQuay
EZ09A2RMGAS14AA,Islandaire
EZ2609A9A1S41AA,Islandaire
EZ09A2GSN1S45AB,Islandaire
PTH093G35SXXXGA,Amana
LW8016HR,LG
ISAC,Islandaire
PTC09300DHXXAB,Amana
125,Amana
51584 PBWS01A,Amana
FAA074S7A,Frigidaire
LP093HDUC,MDM Commercial
PBH1135BXAA,Amana
AJCQ12DCH,General Electric
EZ12A2RMGAA14,Islandaire
163873,Direct Supply Mfg.
1028286,Garrison
GX484000-3790,MovinCool
PTAC,First Co.
LSU24,LG
AJEQ12DCH,General Electric
ETAC2-12HP26TVA-CP,Gree
AZ65H09DADW5,General Electric
EZ12A9GSR1S45AD,Islandaire
EZ12A2KFF8S10AA,Islandaire
4MXW8524A10N0BA,Trane
12SPXB5-HP,First Co.
AJCQ10ACH,General Electric
CA41C154-00CRS,Comitale National Inc
40MPHAQ24XA3,Carrier
HEC093H35AXXXGA,Goodman
M044311L00,Lanco
AQF3422MT,General Electric
AZ65H15DABW6,General Electric
EZ2612A5A1S41AA,Islandaire
CRKOC124-000RS,Comitale National Inc
EZ09E2KFA1K44AA,Islandaire
AZ31H12D5CV1,General Electric
EZ15A3CSE1S14AA,Islandaire
EZ15B3CSE1S14AA,Islandaire
EZ421222C1S45AA,Islandaire
DL1220,Suburban
AZ65H09DADW1,General Electric
LP123CDUC,LG
AZ22E12D5BM2,General Electric
AZ22E12D3CM3,General Electric
AZ65H15DADW5,General Electric
AZ45E15DACW6,General Electric
PTC094D25AR,Amana
Unknown,Gibson
PBC093B00MB,Amana
EZ12A9GSR1S45AA,Islandaire
EZ12A9GSR1S45AA,Amana
MSZ-WR12NA,Mitsubishi
AZ45E12DAP,General Electric
EZVR09B231N47AB,Islandaire
AZ65HO9DABW2,General Electric
PMH123G35AXXXCA,Amana
MS7-CI-12L1A,Lennox
EZ09A2GSP1545AL,Islandaire
LW1014ER,LG
EM0009-1HZC,ClimateMaster
AJC06LSL2,General Electric
HEH093H35CXXXCA,Amana
ETAC-09HP230V20A-A,Gree
HEC093H35AXXXGA,Amana
AZ65H12DAW6,General Electric
EZ12A9GSP1S45AB,Islandaire
CMHG12E00LA0A0A,Comitale National Inc
CMHG12E00RA0A0C,Comitale National Inc
ETAC2-12HC265VA-CP,Gree
ARUF31B14AC,Amana
WET10A33A-A,Friedrich
HEC153H35AXXXGA,Amana
EBC180A3E0C05000000000000000000000,Trane
EZ09A2KFA1K14AA,Islandaire
PTC073G35DXXXDA,Amana
2A6H4018B1000AA,Trane
FTX24AXVJU,Daikin
AZ65H07DABW3,General Electric
LWHD1200FR,LG
NAXWST30A112AA,Mitsubishi
PTC093G35AXXDA,Amana
PTC073G35AXXXAB,Goodman
50PCV048RCC5ECE8,Carrier
18SPXA8,Amana
TRC09BAXFMXCELA,ClimateMaster
PTH093E50AXXXAB,Goodman
18SPXC4-HP,First Co.
PTH093G25AXXXGA,Amana
PTC093E35AXXAB,Amana
PTC-153B50AM,Goodman
PTH093G35DXXXCA,Goodman
E7284,Direct Supply Mfg.
PTH153G26AXXXCB,Amana
PTHB-1201-GB,Trane
PTHB1201GF,Trane
51WHC242A-9B,Magic Pak
PTH153G50AXXXGA,Amana
FFRP000LT3,Frigidaire
PTH123,Goodman
AZ65H12DABW7,General Electric
EZ15B8WMA1S14AA,Islandaire
HWC8N2411P12A1A,Magic Pak
HWC8N3612P18A1A,Armstrong Air
E7829,Friedrich
THC120A3R0A2MC0000000A600D,Trane
AZ45E15DABW7,General Electric
BKMD-035C-020,Rheem/Ruud
EZ12A3RME1A15AA,Islandaire
PTC 1238358C,Amana
PTH123G50AXXX AAA,Amana
PTH123P50AJ,Amana
FFTH1222R2,Frigidaire
AZ65HO9DABW5,General Electric
EZ12A3RME1A14AA,Islandaire
70212G2ACC00SDE,ClimateMaster
PTH153035AXXXCA,Amana
FFRP072LT3,Frigidaire
L18HJE014-H-561HQ,Carrier
PTC12335V,Trane
PMDF3640,LG
PTH155B50AJ,Amana
PTH123E35AXXXXAB,Amana
PTH153G25AXXXGA,Amana
DL3-1200,Suburban
12H49YOMI,Thermal Zone
MJ-F172477-0-28,Suburban
40MFC022-3,Carrier
PDE09K35G-A,Friedrich
MUZ-JP12WA,Mitsubishi
PTH-123E35A,Goodman
AZ65H15DABW,General Electric
PDH09K35G-A,Friedrich
PDH07K35G-A,Friedrich
VTC13B05AA,Amana
PTH123G35RXXXCA,Amana
ASU12RLS3,Fujitsu
VTC183E05AAAC,Amana
PTH12E25AXXXAB,Amana
HBLG7000H,Hampton Bay
51HWC243A-2A,Magic Pak
AJEQ10DCK1,General Electric
VHA18K50RTH-3,Friedrich
VHA09K34RTH-3,Friedrich
VHA18K50RTG-3,Friedrich
LW1216ER,LG
PDH07K3SG-1,Friedrich
AZ45E07DA8BW5,Unknown
VHA24K50RTH-3,Friedrich
W.MHC.1.012.B.J.H.T.01.F2.A.C.Y.YY.L.YY.YYY.YYY.A.Y.YYY.Y.S.Y.D.1.C.1,McQuay
VEA18K50RTL-B,Friedrich
W.MHC.2.012.B.J.H.B.T.01.F2.A.C.Y.YY.R.YYY.YYY.YYY.A.Y.YYY.Y.S.Y.D.1.C.1.,Daikin
W.MHC.1.012.B.J.H.B.T.01.F2.A.C.Y.YY.L.YYY.YYY.YYY.A.Y.YYY.Y.S.Y.D.1.C.1.,Daikin
W.MHC.1.012.B.J.H.B.T.01.F2.A.C.Y.YY.L.YYY.YYY.YYY.A.Y.YYY.Y.S.Y.D.1.C.1,Daikin
W.MHC.2.012.B.J.H.B.T.01.S2.A.C.Y.YY.R.UNY.YYY.YYY.A.Y.YYY.Y.S.Y.D.1.L.1,Daikin
W.WMF.2.012.J.Z.00.V.12.AA.14.A.8.B.2,Daikin
W.MHC.2.012.B.J.H.B.T.01.S2.A.C.Y.YY.L.UNY.YYY.YYY.A.Y.YYY.Y.S.Y.D.1.L.1,Daikin
W.MHC.2.012.B.J.M.B.T.01.S2.A.C.Y.YY.L.UNY.YYY.YYY.A.Y.YYY.Y.S.Y.D.1.Y.1,Daikin
W.MHC.2.012.B.J.H.B.T.01.S2.A.C.Y.YY.L.UNY.YYY.YYY.A.Y.YYY.Y.S.Y.D.1.Y.1,Daikin
W.MHC.2.012.B.J.H.B.T.01.S2.A.C.Y.YY.R.UNY.YYY.YYY.A.Y.YYY.Y.S.Y.D.1.Y.1,Daikin
PTC123G25AXXXGA,Amana
PTC153G25AXXXGA,Amana
CHH24D3,EMI
PTC074G35VXXXBA,Amana
23XL4343ED60,Carrier
AZ55H15DAGW6,General Electric
VTH183EO3AAAC,Amana
W.MHC.1.012.B.J.H.B.T.01.F2.A.C.Y.YY.R.YYY.YYY.YYY.AY.YYY.Y.S.Y.D.1.C.1,Daikin
VTC123E03AAAC,Amana
TEA09043AABO1AE,Trane
ACE124XS0,Whirlpool
KHA123P,Carrier
VHB30K10RTD,Friedrich
RGS180HDCA0AAAA,ICP
KSTAT12-2HC,ALMO
AZ75H18DAC­M,General Electric
AH11E12D3BK1,Hotpoint
EZ12A7CSD1A14AA,Islandaire
EZ12A216F4A15AT,Islandaire
CS012EROADSDFSC,ClimateMaster
516ANX024005,Carrier
AH11EO9D3BK1,Hotpoint
2940-080_000003_7735071411,Bosch
THC120E3R0A0000,Trane
PTH093G35AXXXGAMANA,Amana
VTC183E0544,Amana
VHA18K50RTL-A,Friedrich
BTH243E03ABAC,Amana
AZ85E09DACW1,General Electric
23XRA2AA500,Carrier
YSC12OH3ELA26000,Trane
VEA09K34RTM-A,Friedrich
EZ15E716F7A10XB,Islandaire
PKA836KA6,Mitsubishi
W99K51415,Trane
FFRP082LT6,Frigidaire
PDH12K5SB-A,Friedrich
PDH07K2SB-A,Friedrich
81712G1PSSLSA,ClimateMaster
VHA12K34RTE,Friedrich
PTH073G35DXXXCA,Amana
PTC073G25AXXXAB,Goodman
PTC093G50AXXXGA,Amana
CTPIOC124-D10RS,Comitale National Inc
2498545,Garrison
VPHP15DX1BBBMA,Retroaire
VPHP15DX1BBBMAA,Retroaire
DYNA09ACA012NF20-100,Suburban
81620-GSMHSCOJ,ClimateMaster
EZVR12A2C1N45AA,Islandaire
PTH093G35AXX,Amana
52SQC312401AA,Carrier
52CEG312351AA,Carrier
PZE12R3SB-A,Friedrich
G1249,Direct Supply Mfg.
AJEQ12DCHK1,General Electric
FTNXNO9KEVJU,Daikin
18SPYA8-HP,First Co.
VTC243E05ABAC,Amana
LW5016Y0,LG
AZ95E12DAC,General Electric
AJEQ12DWHK1,General Electric
ETAC-09HC230V20B-A,Gree
PDE07K2SE-A,Friedrich
PDE12K5SE-A,Friedrich
FFRP0902LT3,Frigidaire
18SPXA3-HP,First Co.
HEC094H35AXXXGA,Amana
PTC153G35AXXCAA,Amana
AZ75H09DACM1,General Electric
PDH12K558-A,Friedrich
PTC123C35AMBD,Amana
ETAC09HP230V20A,Gree
ETAC-12HC265V20A-A,Gree
12SPXC5,First Co.
52CFC312351AA,Carrier
FTX836LVJU,Daikin
CHP12D311AA0A0A,EMI
18SPXA6-HP,First Co.
52SEE307301RP,Carrier
52SEE207301RP,Carrier
52SEC512301RP,Carrier
52SEC312301RP,Carrier
40MHHQ12---3,Carrier
AZ31H12DACV1,General Electric
0272P00224,Amana
VHA18K,Friedrich
PDE07K3SF-AA,Friedrich
5QJQA009SMC401DA,Carrier
5QHQA009SMC401DA,Carrier
314790360,Garrison
350MAV024040ADKA,Carrier
PZH12R3SA-A,Friedrich
EC018-1VTN,Bosch
LSN120HSV4,LG
ARNU073SEL2,LG
LSN090HXV4,LG
LMN078HVT,LG
50PCH018ZCC4ACN1,Carrier
CS-XE9PKUA,Panasonic
CS-XE12PKUA,Panasonic
CU-XE12PKUA,Panasonic
CS-E24NKUA,Panasonic
12SPXC3,First Co.
VTH093E03AAAC,Amana
EZ12B2EDC1S44AA,Islandaire
CRKOC124,Comitale National Inc
AZ31H12D5CV3,General Electric
PTC093B25AU,Amana
PTC094D35AR,Amana
PTH073D35AR,Amana
PTC123B00HP,Amana
DRYC123B35AM,Amana
PTC154D35AR,Amana
DRYC123B25AM,Amana
PBH113A35MA,Amana
DRYC123B25CM,Amana
DRYC123B35CM,Amana
PTH124C35AM,Amana
PTC154B25AM,Amana
PTC123C35AM,Amana
PTC124B50AE,Amana
PTC124B50AM,Amana
PTH124B50AM,Amana
PTH124D50AR,Amana
DRYC093B25CM,Amana
PTC123D50AR,Amana
PTH09439D,Amana
PTH094B65AE,Amana
PTH094A35D,Amana
PTH09435G,Amana
PTH094B34AE,Amana
PTH094A95AC,Amana
PTH094350D,Amana
AZ21E12E3CV3,General Electric
AZ31H12E3CV3,General Electric
AZ21E12E4CV3,General Electric
EZ4212E7C1S44AA,Islandaire
EZ4209E7C1S44AA,Islandaire
PTH123E50AB,Amana
AZ38H12EAB,General Electric
AJCQ08ACD,General Electric
52CEB315351AA,Carrier
PTC153E35AB,Amana
AZ31H15E4CV6,General Electric
Unknown,GoldStar
AZ32H12D5BM1,General Electric
HWH012CENS,McQuay
HWH024CENS,McQuay
HWH019CENS,McQuay
PTC154E35A,Amana
EZ12A2CSC1AXXDM,Islandaire
A6X08F2,Fedders
A7Y10F2,Fedders
PDE15K3SD,Friedrich
A6Y12F7A,Fedders
AJCQ12DCD,General Electric
US10C30,Friedrich
AJEH12DCCM2,General Electric
EZ09A2GSN1N14AA,Islandaire
PTH094E25A,Amana
AZ28E15EAB,General Electric
AEE18DM,General Electric
EZ4212A9B1S44AA,Islandaire
PTH074E35A,Amana
PTC154E50A,Amana
AZ28E09DAP,General Electric
AZ61H09DAC,General Electric
LP1200DXR,LG
51HWC242A-9B,Magic Pak
EZ12EB16B1C10AA,Islandaire
EZ12EB16B1C14AB,Islandaire
52ECA309331AA,Carrier
52CQ-512---3,Carrier
EZ09B4WMA1S14AA,Islandaire
A6U10W2,Fedders
AE123A35MA,Amana
PTH124B50AMBP,Amana
AZ61H12EAC,General Electric
FAA087S7A,Frigidaire
A6Y12F2A,Fedders
52CQC512351AA,Carrier
52CQB315301AA,Carrier
LWHD8008R,LG
A7U08W2B,Fedders
PTC123A35AE,Amana
52CQ-209---3,Carrier
PBH092E12A,Amana
MG412FB2-E,Maytag
MEY12F7F-B,Maytag
EZ12E7KFA1K4RY,Islandaire
EZ12E7KFA1K4RYZ,Islandaire
